subscriber_id,signup_date,plan,payment_method,age,gender,country,device_primary,churned_30d
S001025,2024-12-18,standard,credit_card,33.0,other,UK,mobile,0
S001026,2021-06-16,basic,credit_card,56.0,F,UK,tablet,0
S001027,2025-10-19,premium,paypal,31.0,M,UK,tv,1
S001028,2025-01-18,standard,paypal,18.0,F,UK,tablet,0
S001029,2022-04-17,standard,credit_card,16.0,F,UK,tv,0
S001030,2025-05-20,standard,paypal,16.0,F,UK,mobile,0
S001031,2025-06-19,standard,debit_card,29.0,M,UK,tv,0
S001032,2025-10-19,standard,paypal,31.0,M,UK,tablet,0
S001033,2025-01-18,standard,debit_card,41.0,F,UK,tv,0
S001034,2026-01-19,premium,voucher,33.0,M,UK,mobile,0
S001035,2025-06-19,standard,paypal,43.0,M,UK,tv,0
S001036,2025-09-19,standard,paypal,34.0,,UK,tv,0
S001037,2024-02-17,basic,debit_card,34.0,M,UK,tablet,0
S001038,2025-05-20,standard,debit_card,27.0,F,UK,tv,0
S001039,2025-12-19,standard,credit_card,49.0,M,UK,tv,0
S001040,2025-01-18,basic,credit_card,17.0,,IE,tv,0
S001041,2025-06-19,basic,paypal,37.0,M,UK,mobile,0
S001042,2025-11-19,standard,debit_card,32.0,M,IE,tv,1
S001043,2026-04-20,standard,debit_card,42.0,M,UK,mobile,0
S001044,2024-11-18,standard,credit_card,33.0,M,UK,tablet,0
S001045,2023-02-16,basic,paypal,34.0,F,UK,tv,0
S001046,2026-02-18,basic,debit_card,,M,UK,tv,0
S001047,2025-09-19,basic,paypal,49.0,M,UK,mobile,0
S001048,2025-01-18,premium,credit_card,34.0,F,UK,laptop,0
S001049,2026-03-21,premium,credit_card,55.0,F,UK,tv,1
S001050,2026-04-20,basic,credit_card,36.0,F,UK,tablet,0
S001051,2026-05-21,standard,credit_card,34.0,other,UK,laptop,0
S001052,2026-05-21,basic,debit_card,32.0,M,UK,tv,0
S001053,2026-04-20,basic,debit_card,40.0,M,UK,tv,0
S001054,2025-12-19,basic,debit_card,27.0,M,UK,tablet,0
S001055,2024-06-18,basic,paypal,35.0,M,UK,laptop,0
S001056,2024-05-19,standard,voucher,34.0,other,UK,tv,0
S001057,2025-06-19,premium,paypal,37.0,F,UK,mobile,0
S001058,2024-01-18,basic,debit_card,,F,UK,tablet,0
S001059,2025-05-20,standard,debit_card,38.0,other,UK,mobile,0
S001060,2026-04-20,standard,debit_card,35.0,F,UK,mobile,0
S001061,2025-08-19,premium,credit_card,51.0,M,UK,mobile,0
S001062,2025-04-19,standard,credit_card,38.0,F,UK,laptop,0
S001063,2025-07-20,basic,credit_card,62.0,M,UK,mobile,0
S001064,2024-12-18,standard,debit_card,34.0,M,UK,mobile,0
S001065,2025-12-19,basic,credit_card,44.0,F,UK,mobile,0
S001066,2024-07-19,premium,debit_card,26.0,F,UK,tv,0
S001067,2024-08-18,standard,paypal,49.0,F,UK,mobile,0
S001068,2026-02-18,standard,credit_card,26.0,M,UK,tv,0
S001069,2023-04-18,basic,credit_card,39.0,F,UK,mobile,0
S001070,2025-09-19,standard,debit_card,31.0,M,UK,mobile,0
S001071,2023-10-18,premium,debit_card,38.0,F,UK,tablet,0
S001072,2025-04-19,standard,credit_card,31.0,M,UK,tablet,0
S001073,2026-04-20,standard,debit_card,25.0,M,UK,mobile,0
S001074,2026-02-18,premium,credit_card,31.0,M,UK,mobile,0
S001075,2022-03-18,premium,debit_card,50.0,F,UK,tv,0
S001076,2025-07-20,basic,debit_card,39.0,other,UK,mobile,0
S001077,2024-05-19,standard,debit_card,19.0,M,UK,tv,0
S001078,2025-04-19,standard,voucher,46.0,M,UK,tv,0
S001079,2025-11-19,standard,credit_card,24.0,M,UK,tablet,0
S001080,2022-12-17,basic,debit_card,42.0,,UK,laptop,0
S001081,2025-09-19,basic,credit_card,40.0,F,UK,mobile,0
S001082,2024-11-18,premium,paypal,40.0,F,UK,tv,0
S001083,2026-03-21,premium,credit_card,54.0,M,UK,tv,0
S001084,2026-01-19,premium,debit_card,24.0,M,UK,tv,0
S001085,2021-06-16,premium,debit_card,40.0,F,UK,laptop,0
S001086,2023-09-18,standard,paypal,47.0,F,UK,mobile,0
S001087,2021-06-16,standard,debit_card,26.0,M,IE,laptop,0
S001088,2022-04-17,standard,debit_card,25.0,M,UK,tv,0
S001089,2024-06-18,standard,debit_card,30.0,,UK,mobile,0
S001090,2024-01-18,standard,debit_card,37.0,M,UK,mobile,0
S001091,2022-12-17,basic,credit_card,18.0,M,UK,tv,0
S001092,2025-11-19,standard,credit_card,40.0,,UK,mobile,0
S001093,2026-01-19,basic,credit_card,18.0,M,UK,tablet,0
S001094,2026-04-20,basic,debit_card,48.0,M,UK,tv,0
S001095,2025-01-18,standard,debit_card,39.0,F,UK,tv,0
S001096,2026-02-18,standard,paypal,55.0,M,UK,mobile,1
S001097,2025-05-20,basic,debit_card,41.0,F,IE,laptop,0
S001098,2025-09-19,premium,credit_card,30.0,F,UK,laptop,0
S001099,2024-10-18,premium,debit_card,25.0,M,IE,tv,0
S001100,2026-04-20,basic,debit_card,36.0,F,UK,tablet,0
S001101,2024-10-18,basic,debit_card,33.0,M,UK,tablet,0
S001102,2026-05-21,basic,debit_card,47.0,M,UK,laptop,0
S001103,2025-11-19,premium,debit_card,23.0,M,UK,tv,0
S001104,2024-08-18,premium,voucher,56.0,F,IE,laptop,0
S001105,2026-01-19,basic,credit_card,48.0,M,UK,tablet,0
S001106,2023-08-18,premium,paypal,31.0,F,UK,mobile,0
S001107,2022-01-16,basic,paypal,53.0,M,UK,tv,0
S001108,2025-11-19,standard,credit_card,25.0,F,IE,tv,0
S001109,2024-10-18,premium,paypal,36.0,M,UK,tv,0
S001110,2026-04-20,basic,credit_card,19.0,,UK,laptop,0
S001111,2022-10-17,basic,debit_card,54.0,F,UK,tablet,0
S001112,2026-01-19,standard,credit_card,16.0,M,UK,laptop,0
S001113,2022-01-16,standard,credit_card,18.0,M,UK,mobile,0
S001114,2025-05-20,premium,debit_card,27.0,F,UK,laptop,0
S001115,2026-02-18,premium,debit_card,48.0,F,UK,laptop,0
S001116,2026-01-19,basic,credit_card,44.0,F,UK,tv,0
S001117,2022-05-18,basic,debit_card,35.0,M,UK,tv,0
S001118,2025-05-20,premium,debit_card,45.0,M,UK,tablet,0
S001119,2023-09-18,basic,credit_card,32.0,M,UK,mobile,0
S001120,2025-01-18,premium,paypal,38.0,M,UK,tv,0
S001121,2024-02-17,standard,voucher,52.0,M,UK,tablet,0
S001122,2026-01-19,basic,credit_card,31.0,M,UK,tv,0
S001123,2025-05-20,premium,voucher,25.0,M,UK,mobile,0
S001124,2025-03-20,basic,voucher,39.0,F,UK,laptop,0
S001125,2025-07-20,standard,debit_card,42.0,M,UK,tv,0
S001126,2025-06-19,standard,paypal,35.0,M,UK,tv,0
S001127,2022-07-18,standard,paypal,45.0,M,UK,mobile,0
S001128,2022-12-17,standard,paypal,31.0,M,UK,tablet,0
S001129,2025-01-18,standard,credit_card,35.0,F,UK,tv,0
S001130,2026-04-20,premium,paypal,38.0,M,UK,mobile,0
S001131,2026-01-19,premium,credit_card,37.0,M,UK,mobile,0
S001132,2025-01-18,standard,paypal,51.0,F,UK,tablet,0
S001133,2026-04-20,basic,credit_card,38.0,M,UK,mobile,0
S001134,2026-01-19,standard,paypal,30.0,M,IE,tv,0
S001135,2025-06-19,premium,paypal,,F,UK,tv,0
S001136,2025-06-19,basic,debit_card,45.0,F,UK,tv,0
S001137,2025-06-19,standard,debit_card,42.0,F,UK,tv,0
S001138,2026-05-21,standard,credit_card,41.0,,UK,tv,0
S001139,2026-02-18,basic,credit_card,17.0,F,UK,tablet,1
S001140,2023-07-19,standard,voucher,,M,UK,tablet,0
S001141,2025-08-19,standard,paypal,48.0,F,UK,tv,0
S001142,2021-06-16,premium,paypal,38.0,M,UK,laptop,0
S001143,2026-03-21,premium,paypal,33.0,F,UK,mobile,1
S001144,2024-08-18,premium,debit_card,41.0,F,UK,tablet,0
S001145,2025-10-19,standard,debit_card,55.0,M,IE,laptop,0
S001146,2025-09-19,basic,credit_card,49.0,F,UK,tv,0
S001147,2022-12-17,standard,credit_card,44.0,F,UK,mobile,0
S001148,2021-06-16,premium,paypal,24.0,M,UK,tv,0
S001149,2023-01-17,standard,paypal,25.0,F,UK,laptop,0
S001150,2021-11-16,premium,credit_card,16.0,F,UK,tv,0
S001151,2024-08-18,basic,debit_card,40.0,M,UK,mobile,0
S001152,2022-11-17,premium,debit_card,46.0,F,UK,tv,0
S001153,2026-04-20,basic,debit_card,47.0,M,UK,tv,0
S001154,2025-04-19,basic,debit_card,41.0,M,UK,tv,0
S001155,2025-05-20,standard,credit_card,32.0,F,IE,tablet,0
S001156,2025-12-19,basic,debit_card,27.0,F,UK,tv,0
S001157,2025-12-19,basic,paypal,24.0,F,UK,tv,0
S001158,2025-03-20,basic,credit_card,32.0,F,UK,tv,0
S001159,2026-05-21,standard,debit_card,23.0,F,UK,tv,0
S001160,2024-12-18,premium,debit_card,53.0,M,IE,tv,0
S001161,2026-04-20,basic,paypal,19.0,F,UK,mobile,0
S001162,2026-01-19,standard,paypal,31.0,F,UK,mobile,0
S001163,2025-03-20,premium,debit_card,16.0,M,UK,laptop,0
S001164,2026-01-19,basic,debit_card,37.0,M,UK,mobile,0
S001165,2021-06-16,basic,paypal,33.0,F,IE,tv,0
S001166,2025-03-20,premium,credit_card,30.0,other,UK,tablet,0
S001167,2025-01-18,premium,debit_card,23.0,other,IE,tv,0
S001168,2026-05-21,standard,credit_card,34.0,F,UK,tablet,0
S001169,2022-04-17,premium,credit_card,28.0,F,UK,mobile,0
S001170,2025-06-19,basic,paypal,32.0,M,UK,tv,0
S001171,2026-01-19,standard,credit_card,55.0,F,UK,laptop,1
S001172,2025-11-19,standard,paypal,,F,IE,mobile,0
S001173,2023-09-18,basic,paypal,39.0,F,UK,laptop,0
S001174,2021-06-16,standard,debit_card,28.0,other,UK,mobile,0
S001175,2025-04-19,standard,credit_card,25.0,M,UK,mobile,0
S001176,2026-01-19,standard,debit_card,33.0,other,UK,tv,0
S001177,2026-03-21,standard,paypal,61.0,F,UK,tv,0
S001178,2026-05-21,standard,credit_card,30.0,M,UK,tablet,0
S001179,2025-08-19,basic,credit_card,37.0,M,UK,tv,0
S001180,2022-01-16,basic,debit_card,24.0,F,UK,mobile,0
S001181,2024-07-19,standard,debit_card,16.0,M,UK,tv,0
S001182,2026-01-19,basic,debit_card,25.0,M,UK,mobile,0
S001183,2025-01-18,basic,credit_card,60.0,F,UK,tv,0
S001184,2025-08-19,basic,credit_card,40.0,M,UK,tv,0
S001185,2025-05-20,basic,credit_card,52.0,M,UK,mobile,0
S001186,2024-10-18,premium,debit_card,30.0,F,IE,tablet,0
S001187,2026-02-18,standard,voucher,16.0,M,UK,laptop,0
S001188,2024-03-19,premium,paypal,21.0,F,UK,tv,0
S001189,2021-06-16,basic,debit_card,,M,UK,mobile,0
S001190,2026-05-21,standard,debit_card,36.0,F,UK,tv,0
S001191,2024-08-18,standard,debit_card,33.0,M,UK,mobile,0
S001192,2024-11-18,standard,debit_card,28.0,F,UK,tv,0
S001193,2026-04-20,premium,paypal,44.0,F,IE,tv,0
S001194,2025-02-17,premium,debit_card,28.0,F,UK,mobile,0
S001195,2025-11-19,premium,credit_card,37.0,F,UK,tv,0
S001196,2023-10-18,basic,debit_card,36.0,F,UK,tv,0
S001197,2024-02-17,basic,credit_card,29.0,M,UK,laptop,0
S001198,2021-06-16,standard,debit_card,24.0,F,UK,laptop,0
S001199,2025-02-17,basic,paypal,29.0,F,UK,mobile,0
S001200,2026-05-21,standard,debit_card,54.0,F,UK,tv,0
S001201,2026-05-21,standard,credit_card,46.0,M,UK,tv,0
S001202,2026-04-20,standard,debit_card,45.0,F,UK,tv,0
S001203,2025-09-19,premium,credit_card,25.0,M,UK,tablet,0
S001204,2023-07-19,standard,debit_card,18.0,F,UK,tablet,0
S001205,2025-08-19,basic,credit_card,46.0,F,UK,tv,0
S001206,2026-04-20,basic,debit_card,43.0,M,UK,mobile,0
S001207,2023-06-18,standard,paypal,35.0,F,UK,tv,0
S001208,2023-03-19,standard,credit_card,29.0,M,UK,tablet,0
S001209,2026-04-20,basic,debit_card,17.0,F,UK,tv,0
S001210,2025-03-20,standard,debit_card,43.0,F,IE,tablet,0
S001211,2025-09-19,standard,paypal,47.0,,UK,tablet,0
S001212,2024-12-18,premium,voucher,26.0,M,UK,tv,0
S001213,2022-04-17,standard,debit_card,25.0,F,UK,laptop,0
S001214,2025-12-19,standard,credit_card,47.0,F,UK,tablet,0
S001215,2022-09-17,basic,debit_card,26.0,M,UK,mobile,0
S001216,2025-02-17,standard,debit_card,53.0,M,UK,tv,0
S001217,2025-01-18,basic,paypal,32.0,M,UK,tv,0
S001218,2025-02-17,standard,paypal,29.0,F,UK,tv,0
S001219,2025-01-18,standard,paypal,34.0,M,UK,mobile,0
S001220,2025-12-19,basic,debit_card,29.0,F,UK,tv,0
S001221,2025-09-19,basic,debit_card,46.0,F,UK,tablet,0
S001222,2023-05-19,basic,paypal,43.0,F,UK,mobile,0
S001223,2025-11-19,premium,debit_card,45.0,other,UK,mobile,0
S001224,2021-12-16,standard,debit_card,36.0,F,UK,laptop,0
S001225,2025-09-19,basic,debit_card,28.0,F,UK,mobile,0
S001226,2025-03-20,premium,credit_card,33.0,F,UK,mobile,0
S001227,2024-05-19,standard,paypal,29.0,F,UK,laptop,0
S001228,2022-01-16,standard,credit_card,50.0,F,UK,mobile,0
S001229,2026-04-20,premium,voucher,45.0,M,UK,mobile,1
S001230,2023-07-19,basic,debit_card,32.0,other,IE,mobile,0
S001231,2024-10-18,basic,credit_card,23.0,M,UK,mobile,0
S001232,2025-06-19,standard,paypal,50.0,other,IE,tablet,0
S001233,2025-05-20,basic,paypal,35.0,M,UK,mobile,0
S001234,2026-03-21,standard,credit_card,32.0,F,UK,tv,0
S001235,2026-01-19,basic,credit_card,51.0,,IE,laptop,0
S001236,2026-01-19,basic,debit_card,28.0,F,UK,mobile,0
S001237,2025-11-19,basic,debit_card,30.0,F,UK,tablet,0
S001238,2024-09-18,standard,credit_card,31.0,M,UK,tv,0
S001239,2024-08-18,basic,debit_card,19.0,M,UK,mobile,0
S001240,2024-02-17,basic,debit_card,,M,UK,laptop,0
S001241,2023-07-19,premium,paypal,25.0,F,UK,mobile,0
S001242,2025-07-20,basic,paypal,27.0,M,UK,tv,0
S001243,2021-06-16,standard,credit_card,,M,UK,tablet,0
S001244,2026-05-21,basic,debit_card,27.0,M,UK,tv,0
S001245,2024-07-19,standard,debit_card,24.0,F,UK,tv,0
S001246,2024-12-18,basic,debit_card,36.0,F,UK,tv,0
S001247,2026-03-21,standard,credit_card,32.0,M,UK,tv,0
S001248,2023-02-16,basic,paypal,34.0,other,UK,tv,0
S001249,2023-08-18,premium,paypal,59.0,M,UK,mobile,0
S001250,2022-04-17,premium,credit_card,,M,UK,tablet,0
S001251,2026-02-18,basic,credit_card,40.0,M,UK,tv,0
S001252,2026-02-18,basic,debit_card,41.0,F,UK,mobile,0
S001253,2025-06-19,basic,voucher,33.0,M,UK,mobile,0
S001254,2026-03-21,standard,debit_card,37.0,M,UK,laptop,0
S001255,2025-07-20,basic,credit_card,34.0,other,UK,tablet,0
S001256,2024-07-19,premium,paypal,36.0,F,UK,laptop,0
S001257,2025-11-19,standard,debit_card,27.0,F,UK,tablet,0
S001258,2024-08-18,premium,debit_card,28.0,F,UK,mobile,0
S001259,2025-12-19,standard,credit_card,34.0,F,UK,tv,0
S001260,2025-11-19,premium,credit_card,16.0,M,IE,laptop,0
S001261,2021-09-16,basic,debit_card,50.0,F,UK,tablet,0
S001262,2026-05-21,standard,paypal,57.0,M,UK,tv,0
S001263,2024-04-18,basic,paypal,35.0,M,UK,tv,0
S001264,2025-04-19,premium,paypal,41.0,other,UK,mobile,0
S001265,2025-05-20,standard,debit_card,45.0,M,UK,tv,0
S001266,2025-12-19,premium,debit_card,19.0,M,UK,laptop,0
S001267,2024-12-18,basic,debit_card,44.0,M,UK,tv,0
S001268,2025-10-19,premium,debit_card,29.0,F,UK,tv,0
S001269,2025-11-19,standard,credit_card,59.0,other,UK,tv,1
S001270,2025-11-19,standard,paypal,31.0,M,UK,mobile,0
S001271,2025-12-19,premium,credit_card,43.0,M,UK,tablet,0
S001272,2026-05-21,standard,voucher,32.0,F,UK,mobile,0
S001273,2021-06-16,standard,paypal,58.0,F,UK,tv,0
S001274,2025-11-19,standard,credit_card,28.0,M,UK,laptop,0
S001275,2025-04-19,basic,credit_card,46.0,M,IE,tv,0
S001276,2025-01-18,basic,paypal,40.0,F,IE,tv,0
S001277,2026-04-20,basic,debit_card,38.0,M,IE,tv,0
S001278,2021-07-17,basic,debit_card,36.0,F,UK,mobile,0
S001279,2025-09-19,premium,credit_card,26.0,M,UK,mobile,0
S001280,2026-02-18,standard,paypal,16.0,F,UK,mobile,0
S001281,2026-02-18,standard,debit_card,45.0,F,IE,tv,0
S001282,2025-09-19,standard,debit_card,28.0,F,UK,laptop,0
S001283,2025-06-19,standard,voucher,46.0,F,UK,tv,0
S001284,2025-10-19,standard,paypal,37.0,M,UK,tv,0
S001285,2026-03-21,premium,debit_card,47.0,M,UK,mobile,1
S001286,2026-05-21,premium,paypal,42.0,F,UK,mobile,0
S001287,2024-04-18,standard,voucher,16.0,F,UK,laptop,0
S001288,2023-12-18,basic,paypal,40.0,F,IE,mobile,0
S001289,2026-03-21,standard,paypal,30.0,M,UK,tv,0
S001290,2024-12-18,standard,credit_card,46.0,F,UK,laptop,0
S001291,2024-05-19,standard,paypal,40.0,M,UK,mobile,0
S001292,2023-05-19,standard,paypal,40.0,M,UK,mobile,0
S001293,2023-02-16,standard,debit_card,31.0,M,UK,tv,0
S001294,2025-06-19,basic,debit_card,23.0,F,UK,tv,0
S001295,2025-07-20,basic,debit_card,29.0,F,UK,laptop,0
S001296,2024-05-19,standard,debit_card,16.0,F,UK,laptop,0
S001297,2025-02-17,basic,credit_card,27.0,F,UK,laptop,0
S001298,2026-01-19,basic,debit_card,17.0,M,UK,tablet,0
S001299,2026-05-21,standard,credit_card,18.0,M,UK,mobile,0
S001300,2022-12-17,standard,debit_card,,M,UK,mobile,0
S001301,2025-11-19,basic,paypal,39.0,M,UK,tv,1
S001302,2025-12-19,standard,credit_card,33.0,M,IE,tablet,0
S001303,2022-10-17,standard,voucher,28.0,M,UK,tablet,0
S001304,2025-06-19,basic,debit_card,23.0,F,UK,tablet,0
S001305,2026-03-21,premium,paypal,30.0,F,IE,mobile,0
S001306,2023-11-18,premium,credit_card,24.0,F,UK,tv,0
S001307,2026-04-20,standard,credit_card,33.0,,UK,tablet,0
S001308,2021-06-16,standard,debit_card,17.0,F,UK,laptop,0
S001309,2025-03-20,basic,debit_card,41.0,M,UK,mobile,0
S001310,2024-04-18,premium,paypal,27.0,M,UK,tv,0
S001311,2024-09-18,standard,debit_card,38.0,F,UK,laptop,0
S001312,2025-05-20,premium,debit_card,43.0,M,IE,mobile,0
S001313,2025-06-19,standard,paypal,37.0,F,UK,mobile,0
S001314,2025-02-17,basic,credit_card,42.0,F,UK,laptop,0
S001315,2025-12-19,basic,credit_card,16.0,M,UK,mobile,0
S001316,2024-10-18,standard,paypal,28.0,F,UK,mobile,0
S001317,2026-02-18,standard,credit_card,,M,UK,tablet,0
S001318,2026-01-19,basic,debit_card,39.0,other,IE,mobile,0
S001319,2024-10-18,standard,debit_card,54.0,F,UK,tv,0
S001320,2023-05-19,premium,credit_card,52.0,M,UK,tv,0
S001321,2023-10-18,standard,credit_card,37.0,M,UK,tablet,0
S001322,2026-03-21,standard,credit_card,,M,UK,tv,0
S001323,2025-10-19,basic,credit_card,23.0,F,UK,laptop,0
S001324,2021-06-16,premium,credit_card,28.0,M,UK,mobile,0
S001325,2024-04-18,basic,credit_card,,F,UK,mobile,0
S001326,2023-04-18,premium,paypal,27.0,M,UK,tv,0
S001327,2025-03-20,standard,paypal,23.0,other,UK,mobile,0
S001328,2022-08-17,standard,credit_card,38.0,M,UK,mobile,0
S001329,2026-02-18,basic,debit_card,52.0,F,UK,tablet,1
S001330,2025-09-19,basic,debit_card,44.0,F,IE,tv,0
S001331,2023-08-18,premium,credit_card,30.0,M,IE,mobile,0
S001332,2025-10-19,standard,credit_card,45.0,M,UK,laptop,0
S001333,2025-06-19,standard,debit_card,37.0,F,UK,mobile,0
S001334,2025-10-19,premium,credit_card,33.0,F,UK,tablet,0
S001335,2025-12-19,premium,paypal,32.0,,UK,tablet,0
S001336,2023-07-19,premium,paypal,31.0,M,UK,mobile,0
S001337,2025-07-20,basic,debit_card,41.0,F,UK,mobile,0
S001338,2025-02-17,standard,paypal,35.0,F,UK,mobile,0
S001339,2024-09-18,premium,credit_card,25.0,F,UK,tv,0
S001340,2025-11-19,standard,debit_card,25.0,M,UK,tv,0
S001341,2025-11-19,basic,credit_card,37.0,M,UK,mobile,0
S001342,2023-09-18,premium,debit_card,38.0,other,UK,laptop,0
S001343,2024-10-18,standard,credit_card,30.0,F,UK,mobile,0
S001344,2025-02-17,standard,credit_card,21.0,F,UK,mobile,0
S001345,2026-05-21,premium,paypal,47.0,F,UK,tablet,0
S001346,2024-12-18,standard,credit_card,45.0,M,UK,mobile,0
S001347,2025-12-19,standard,credit_card,16.0,F,UK,tv,0
S001348,2023-04-18,standard,paypal,48.0,F,UK,tv,0
S001349,2026-01-19,standard,credit_card,31.0,,UK,tablet,0
S001350,2023-09-18,basic,credit_card,36.0,F,UK,mobile,0
S001351,2024-02-17,premium,credit_card,46.0,F,IE,mobile,0
S001352,2023-08-18,premium,debit_card,52.0,M,UK,tablet,0
S001353,2022-04-17,basic,paypal,45.0,F,UK,mobile,0
S001354,2025-04-19,basic,paypal,36.0,F,UK,tv,0
S001355,2023-10-18,premium,paypal,18.0,M,UK,mobile,0
S001356,2023-03-19,basic,debit_card,16.0,other,IE,tv,0
S001357,2023-11-18,standard,paypal,43.0,M,UK,tv,0
S001358,2025-11-19,standard,paypal,48.0,M,UK,mobile,0
S001359,2025-09-19,standard,paypal,25.0,other,UK,tv,0
S001360,2022-06-17,basic,credit_card,31.0,F,UK,tablet,0
S001361,2024-12-18,standard,debit_card,27.0,F,UK,tv,0
S001362,2023-04-18,standard,credit_card,27.0,F,UK,tv,0
S001363,2026-02-18,standard,debit_card,45.0,F,UK,mobile,0
S001364,2025-06-19,basic,paypal,36.0,M,UK,mobile,0
S001365,2024-12-18,standard,paypal,31.0,F,UK,tv,0
S001366,2023-10-18,standard,paypal,63.0,F,UK,tablet,0
S001367,2025-05-20,basic,credit_card,18.0,F,UK,mobile,0
S001368,2025-02-17,basic,debit_card,40.0,F,UK,tv,0
S001369,2025-01-18,basic,voucher,22.0,M,UK,tv,0
S001370,2025-06-19,basic,credit_card,,M,UK,laptop,0
S001371,2025-02-17,basic,credit_card,35.0,F,IE,mobile,0
S001372,2025-10-19,premium,debit_card,43.0,,UK,mobile,0
S001373,2024-11-18,standard,paypal,31.0,M,IE,tv,0
S001374,2024-07-19,premium,debit_card,29.0,M,UK,mobile,0
S001375,2024-08-18,premium,credit_card,30.0,M,IE,tv,0
S001376,2026-04-20,basic,debit_card,22.0,F,UK,tv,0
S001377,2026-05-21,standard,paypal,40.0,M,UK,tablet,0
S001378,2024-05-19,premium,debit_card,37.0,F,UK,laptop,0
S001379,2025-06-19,standard,credit_card,38.0,F,UK,tv,0
S001380,2025-11-19,standard,credit_card,33.0,M,IE,tv,0
S001381,2021-06-16,standard,debit_card,31.0,F,IE,tv,0
S001382,2026-02-18,basic,credit_card,46.0,F,UK,laptop,0
S001383,2025-06-19,standard,credit_card,45.0,M,UK,mobile,0
S001384,2025-12-19,premium,paypal,49.0,M,UK,tv,0
S001385,2023-12-18,premium,paypal,,M,UK,mobile,0
S001386,2023-03-19,basic,credit_card,48.0,F,UK,mobile,0
S001387,2025-10-19,standard,debit_card,29.0,F,UK,tv,0
S001388,2025-08-19,basic,debit_card,31.0,F,UK,laptop,0
S001389,2026-01-19,premium,debit_card,47.0,other,IE,tv,1
S001390,2025-04-19,basic,debit_card,43.0,,UK,mobile,0
S001391,2025-04-19,premium,debit_card,30.0,M,UK,mobile,1
S001392,2025-10-19,premium,debit_card,22.0,M,UK,mobile,0
S001393,2023-12-18,basic,credit_card,31.0,,UK,tv,0
S001394,2024-12-18,basic,debit_card,26.0,F,UK,mobile,0
S001395,2024-11-18,premium,debit_card,,F,UK,tablet,0
S001396,2025-11-19,basic,credit_card,42.0,F,UK,tablet,0
S001397,2023-02-16,standard,credit_card,25.0,M,UK,tv,0
S001398,2021-06-16,premium,credit_card,22.0,M,UK,tv,0
S001399,2025-04-19,standard,debit_card,25.0,F,IE,laptop,0
S001400,2024-10-18,standard,credit_card,27.0,F,UK,mobile,0
S001401,2026-01-19,standard,debit_card,32.0,F,UK,mobile,0
S001402,2024-01-18,basic,debit_card,46.0,M,UK,tablet,0
S001403,2025-02-17,premium,debit_card,23.0,F,UK,tv,0
S001404,2025-09-19,basic,credit_card,59.0,M,UK,laptop,0
S001405,2025-01-18,basic,debit_card,23.0,M,UK,mobile,0
S001406,2025-01-18,basic,paypal,18.0,F,UK,laptop,0
S001407,2026-04-20,premium,debit_card,52.0,other,UK,mobile,0
S001408,2022-06-17,basic,debit_card,48.0,,UK,tablet,0
S001409,2025-03-20,premium,paypal,31.0,M,IE,tv,0
S001410,2025-05-20,standard,debit_card,38.0,M,UK,tv,0
S001411,2026-01-19,premium,debit_card,38.0,F,UK,tv,0
S001412,2025-03-20,premium,paypal,35.0,F,UK,laptop,0
S001413,2026-02-18,premium,credit_card,,F,UK,mobile,0
S001414,2025-08-19,premium,credit_card,16.0,M,UK,mobile,0
S001415,2024-12-18,basic,debit_card,24.0,F,UK,tv,0
S001416,2023-05-19,premium,debit_card,53.0,M,UK,mobile,0
S001417,2026-05-21,standard,debit_card,54.0,M,UK,mobile,0
S001418,2025-11-19,standard,credit_card,31.0,F,UK,mobile,0
S001419,2026-02-18,premium,paypal,23.0,M,UK,tablet,0
S001420,2021-11-16,premium,paypal,37.0,F,UK,tv,0
S001421,2025-12-19,standard,debit_card,38.0,F,UK,mobile,1
S001422,2025-10-19,standard,credit_card,40.0,M,IE,tv,0
S001423,2025-03-20,standard,debit_card,16.0,M,UK,tv,0
S001424,2026-02-18,standard,credit_card,68.0,F,UK,tv,0
S001425,2025-06-19,standard,debit_card,46.0,F,UK,tablet,0
S001426,2021-06-16,standard,voucher,31.0,F,UK,tv,0
S001427,2026-03-21,basic,paypal,26.0,M,UK,tv,0
S001428,2026-05-21,basic,voucher,44.0,F,UK,mobile,0
S001429,2026-04-20,premium,debit_card,39.0,F,UK,mobile,0
S001430,2025-02-17,standard,credit_card,35.0,M,UK,tablet,0
S001431,2023-03-19,premium,voucher,39.0,M,UK,tablet,0
S001432,2025-07-20,standard,paypal,32.0,F,UK,mobile,0
S001433,2025-03-20,basic,debit_card,38.0,M,UK,tv,0
S001434,2025-10-19,basic,credit_card,41.0,M,UK,tv,0
S001435,2025-07-20,basic,paypal,37.0,other,UK,tv,0
S001436,2023-05-19,premium,credit_card,37.0,M,UK,mobile,0
S001437,2025-02-17,basic,paypal,49.0,F,UK,tv,0
S001438,2021-12-16,standard,debit_card,16.0,F,UK,tablet,0
S001439,2024-04-18,premium,credit_card,25.0,F,UK,laptop,0
S001440,2024-05-19,premium,credit_card,34.0,M,UK,tablet,0
S001441,2024-06-18,basic,credit_card,25.0,M,UK,mobile,0
S001442,2024-05-19,basic,paypal,29.0,F,UK,tablet,0
S001443,2023-10-18,basic,credit_card,48.0,F,UK,tv,0
S001444,2025-12-19,basic,debit_card,32.0,M,IE,laptop,0
