ticket_id,subscriber_id,ticket_date,category,resolved,resolution_days
T0001401,S001094,2026-01-19,other,1,
T0001402,S001094,2026-06-03,content,0,
T0001403,S001094,2026-06-10,cancellation_intent,1,1.0
T0001404,S001095,2026-05-20,other,1,0.5
T0001405,S001096,2026-01-16,cancellation_intent,0,
T0001406,S001096,2026-01-27,billing,0,
T0001407,S001096,2026-02-01,content,0,
T0001408,S001096,2026-06-01,billing,0,
T0001409,S001098,2026-01-02,content,1,6.2
T0001410,S001098,2026-03-09,cancellation_intent,1,1.4
T0001411,S001098,2026-03-21,cancellation_intent,1,2.4
T0001412,S001100,2025-12-22,billing,1,0.5
T0001413,S001100,2025-12-25,cancellation_intent,0,
T0001414,S001100,2026-01-17,billing,1,1.1
T0001415,S001100,2026-05-17,content,1,0.7
T0001416,S001100,2026-06-18,technical,1,1.9
T0001417,S001101,2026-06-13,technical,1,0.5
T0001418,S001102,2026-02-01,other,0,
T0001419,S001102,2026-02-25,technical,1,4.5
T0001420,S001102,2026-02-27,other,1,0.5
T0001421,S001102,2026-05-27,technical,0,
T0001422,S001103,2026-03-26,other,1,11.8
T0001423,S001103,2026-04-24,cancellation_intent,0,
T0001424,S001105,2025-12-29,cancellation_intent,0,
T0001425,S001105,2026-02-06,content,1,2.5
T0001426,S001106,2026-03-26,other,1,
T0001427,S001106,2026-04-14,other,1,3.5
T0001428,S001107,2026-02-13,content,1,3.9
T0001429,S001108,2026-05-10,other,1,1.0
T0001430,S001109,2026-04-29,content,1,3.7
T0001431,S001110,2026-03-28,billing,1,0.7
T0001432,S001112,2026-02-26,billing,1,6.0
T0001433,S001112,2026-03-01,cancellation_intent,1,2.7
T0001434,S001112,2026-03-08,billing,1,5.4
T0001435,S001113,2026-01-07,billing,1,0.5
T0001436,S001114,2025-12-30,billing,1,5.3
T0001437,S001116,2026-01-30,other,1,1.2
T0001438,S001116,2026-02-27,cancellation_intent,1,1.2
T0001439,S001116,2026-04-13,content,1,3.4
T0001440,S001116,2026-04-13,billing,1,2.7
T0001441,S001118,2026-03-17,content,1,5.7
T0001442,S001120,2026-04-29,other,1,3.0
T0001443,S001120,2026-05-06,billing,0,
T0001444,S001120,2026-05-08,other,0,
T0001445,S001122,2026-03-24,billing,0,
T0001446,S001124,2026-02-23,technical,1,11.8
T0001447,S001125,2026-01-22,cancellation_intent,1,2.7
T0001448,S001126,2026-03-23,other,0,
T0001449,S001127,2026-03-07,content,1,2.6
T0001450,S001128,2026-05-09,technical,1,7.2
T0001451,S001128,2026-06-13,content,1,6.3
T0001452,S001130,2026-05-14,content,1,6.7
T0001453,S001131,2026-01-02,billing,0,
T0001454,S001133,2026-03-20,billing,1,3.8
T0001455,S001133,2026-03-22,other,1,3.9
T0001456,S001133,2026-06-13,cancellation_intent,1,0.5
T0001457,S001133,2026-06-14,billing,1,6.2
T0001458,S001134,2026-01-31,cancellation_intent,0,
T0001459,S001135,2025-12-29,technical,1,2.6
T0001460,S001135,2026-05-17,other,1,6.4
T0001461,S001137,2026-04-09,other,1,7.9
T0001462,S001139,2026-01-11,cancellation_intent,1,4.6
T0001463,S001139,2026-01-25,billing,1,0.7
T0001464,S001139,2026-04-14,billing,0,
T0001465,S001139,2026-06-04,cancellation_intent,1,3.0
T0001466,S001141,2026-03-02,technical,0,
T0001467,S001141,2026-06-06,technical,1,2.9
T0001468,S001143,2026-01-26,other,0,
T0001469,S001143,2026-04-22,cancellation_intent,1,
T0001470,S001143,2026-05-26,billing,0,
T0001471,S001143,2026-06-07,cancellation_intent,0,
T0001472,S001144,2026-02-12,other,1,0.5
T0001473,S001145,2026-01-07,cancellation_intent,1,4.8
T0001474,S001145,2026-03-23,cancellation_intent,1,1.5
T0001475,S001145,2026-04-06,billing,1,0.5
T0001476,S001145,2026-04-20,other,1,6.0
T0001477,S001148,2026-01-22,technical,1,4.2
T0001478,S001148,2026-04-07,other,1,2.2
T0001479,S001148,2026-05-28,content,0,
T0001480,S001149,2026-02-27,content,1,0.8
T0001481,S001150,2026-02-10,content,1,1.8
T0001482,S001151,2026-02-17,billing,0,
T0001483,S001153,2026-04-24,billing,0,
T0001484,S001154,2026-01-28,content,1,2.2
T0001485,S001154,2026-03-23,content,1,
T0001486,S001156,2026-01-25,technical,1,2.8
T0001487,S001156,2026-04-12,other,0,
T0001488,S001157,2026-01-13,other,1,1.0
T0001489,S001157,2026-02-04,cancellation_intent,1,2.1
T0001490,S001158,2026-05-30,content,1,1.1
T0001491,S001159,2026-01-01,other,0,
T0001492,S001159,2026-01-22,cancellation_intent,0,
T0001493,S001159,2026-02-09,billing,1,0.5
T0001494,S001159,2026-03-28,cancellation_intent,1,3.0
T0001495,S001160,2026-04-04,billing,1,0.7
T0001496,S001161,2025-12-22,other,0,
T0001497,S001161,2026-03-07,billing,1,4.6
T0001498,S001162,2026-05-24,billing,1,0.5
T0001499,S001163,2025-12-25,technical,0,
T0001500,S001163,2026-01-17,content,0,
T0001501,S001163,2026-03-27,other,1,3.3
T0001502,S001165,2026-01-04,billing,0,
T0001503,S001165,2026-03-01,content,1,1.6
T0001504,S001166,2025-12-24,other,1,2.7
T0001505,S001166,2026-01-07,content,0,
T0001506,S001166,2026-06-10,other,0,
T0001507,S001168,2026-02-17,technical,1,0.5
T0001508,S001168,2026-02-17,billing,1,1.7
T0001509,S001168,2026-04-08,technical,0,
T0001510,S001171,2026-01-01,technical,0,
T0001511,S001171,2026-01-03,billing,0,
T0001512,S001171,2026-04-07,cancellation_intent,1,
T0001513,S001171,2026-05-20,cancellation_intent,0,
T0001514,S001172,2026-01-26,cancellation_intent,0,
T0001515,S001172,2026-03-25,technical,0,
T0001516,S001176,2026-01-08,billing,1,3.2
T0001517,S001176,2026-03-12,cancellation_intent,0,
T0001518,S001176,2026-03-22,other,1,5.1
T0001519,S001177,2026-05-02,technical,1,2.7
T0001520,S001178,2026-04-09,billing,0,
T0001521,S001179,2026-02-21,technical,1,3.5
T0001522,S001179,2026-06-14,billing,1,5.2
T0001523,S001182,2025-12-23,technical,0,
T0001524,S001182,2026-02-07,cancellation_intent,0,
T0001525,S001182,2026-05-20,billing,0,
T0001526,S001184,2026-03-24,other,0,
T0001527,S001184,2026-04-14,cancellation_intent,1,3.2
T0001528,S001187,2025-12-22,billing,0,
T0001529,S001187,2026-04-20,billing,0,
T0001530,S001187,2026-04-29,technical,0,
T0001531,S001187,2026-05-27,billing,1,0.5
T0001532,S001188,2026-01-05,other,1,5.3
T0001533,S001188,2026-04-16,cancellation_intent,0,
T0001534,S001189,2026-02-25,content,0,
T0001535,S001190,2026-04-05,billing,1,6.8
T0001536,S001190,2026-04-11,cancellation_intent,0,
T0001537,S001193,2026-01-19,billing,0,
T0001538,S001194,2026-03-07,cancellation_intent,1,2.0
T0001539,S001194,2026-04-05,content,1,5.3
T0001540,S001195,2026-04-30,billing,0,
T0001541,S001196,2025-12-22,content,1,2.3
T0001542,S001196,2026-02-17,billing,0,
T0001543,S001196,2026-04-22,technical,1,3.4
T0001544,S001197,2025-12-31,other,1,10.3
T0001545,S001199,2026-04-04,technical,1,0.5
T0001546,S001200,2026-01-26,technical,1,0.5
T0001547,S001200,2026-02-25,cancellation_intent,0,
T0001548,S001201,2026-02-20,technical,1,4.0
T0001549,S001202,2026-01-10,billing,0,
T0001550,S001202,2026-05-06,billing,0,
T0001551,S001202,2026-05-21,billing,1,0.8
T0001552,S001202,2026-06-11,cancellation_intent,1,0.5
T0001553,S001203,2026-04-16,billing,0,
T0001554,S001204,2026-05-16,other,1,0.7
T0001555,S001205,2026-02-21,technical,1,0.8
T0001556,S001206,2025-12-30,cancellation_intent,0,
T0001557,S001206,2026-03-28,billing,0,
T0001558,S001207,2026-01-25,other,0,
T0001559,S001208,2026-03-20,technical,1,1.7
T0001560,S001209,2026-02-05,other,0,
T0001561,S001209,2026-03-09,billing,1,5.4
T0001562,S001209,2026-03-13,cancellation_intent,0,
T0001563,S001209,2026-05-22,technical,1,3.1
T0001564,S001210,2026-05-10,technical,1,1.7
T0001565,S001212,2026-03-02,content,1,0.5
T0001566,S001212,2026-04-30,technical,1,1.5
T0001567,S001215,2026-05-27,content,1,1.0
T0001568,S001216,2026-05-20,other,1,0.5
T0001569,S001217,2025-12-29,content,1,
T0001570,S001218,2026-05-05,content,1,1.3
T0001571,S001219,2026-04-05,cancellation_intent,1,1.4
T0001572,S001220,2026-03-10,billing,1,0.5
T0001573,S001220,2026-06-11,cancellation_intent,1,1.7
T0001574,S001221,2026-03-03,content,1,0.7
T0001575,S001221,2026-04-05,technical,1,0.8
T0001576,S001222,2026-05-09,billing,1,1.2
T0001577,S001223,2026-04-09,content,0,
T0001578,S001223,2026-04-17,other,1,
T0001579,S001223,2026-04-26,cancellation_intent,1,0.5
T0001580,S001225,2025-12-27,content,1,0.5
T0001581,S001225,2026-02-18,billing,1,3.2
T0001582,S001226,2026-01-22,other,1,0.5
T0001583,S001226,2026-03-19,technical,0,
T0001584,S001227,2026-01-28,cancellation_intent,1,0.8
T0001585,S001227,2026-05-13,billing,1,7.3
T0001586,S001229,2026-02-07,cancellation_intent,1,0.5
T0001587,S001229,2026-05-18,billing,0,
T0001588,S001229,2026-05-21,other,0,
T0001589,S001229,2026-06-12,cancellation_intent,1,4.6
T0001590,S001231,2026-05-29,technical,0,
T0001591,S001234,2026-03-10,cancellation_intent,1,4.5
T0001592,S001234,2026-05-15,billing,0,
T0001593,S001235,2026-05-01,billing,1,0.6
T0001594,S001236,2026-02-06,technical,0,
T0001595,S001236,2026-02-18,content,0,
T0001596,S001237,2026-05-22,technical,1,0.9
T0001597,S001237,2026-05-31,billing,1,0.8
T0001598,S001238,2026-06-16,technical,0,
T0001599,S001241,2026-02-08,other,1,0.9
T0001600,S001242,2026-01-18,content,0,
T0001601,S001244,2026-03-24,billing,1,0.5
T0001602,S001246,2026-06-11,other,1,4.0
T0001603,S001247,2026-02-24,billing,1,3.2
T0001604,S001247,2026-05-08,technical,0,
T0001605,S001248,2026-04-29,technical,1,0.5
T0001606,S001250,2026-04-10,technical,1,2.3
T0001607,S001251,2026-03-05,other,1,0.9
T0001608,S001251,2026-03-13,technical,1,1.1
T0001609,S001251,2026-04-17,content,1,2.0
T0001610,S001252,2026-03-28,content,1,6.1
T0001611,S001252,2026-04-23,content,1,0.5
T0001612,S001252,2026-05-02,billing,0,
T0001613,S001253,2026-02-08,technical,1,2.7
T0001614,S001254,2025-12-22,cancellation_intent,1,2.8
T0001615,S001254,2026-05-15,technical,1,2.4
T0001616,S001255,2026-04-24,content,1,0.9
T0001617,S001255,2026-05-04,billing,0,
T0001618,S001256,2026-04-18,content,1,0.8
T0001619,S001257,2025-12-22,billing,0,
T0001620,S001257,2026-03-30,technical,1,
T0001621,S001258,2026-03-23,technical,1,1.0
T0001622,S001258,2026-05-19,technical,1,
T0001623,S001258,2026-05-25,other,0,
T0001624,S001259,2026-02-01,cancellation_intent,0,
T0001625,S001260,2026-04-08,technical,0,
T0001626,S001262,2026-04-18,billing,1,2.6
T0001627,S001262,2026-06-13,content,1,1.5
T0001628,S001264,2026-01-06,content,1,4.3
T0001629,S001265,2026-03-14,other,1,0.7
T0001630,S001266,2026-02-13,billing,1,0.5
T0001631,S001266,2026-03-14,billing,1,0.5
T0001632,S001266,2026-04-05,other,1,3.8
T0001633,S001266,2026-05-21,technical,1,2.1
T0001634,S001268,2026-03-14,cancellation_intent,1,6.9
T0001635,S001269,2026-02-18,cancellation_intent,1,3.2
T0001636,S001269,2026-04-20,cancellation_intent,1,2.2
T0001637,S001269,2026-06-10,cancellation_intent,1,0.7
T0001638,S001271,2026-01-26,billing,0,
T0001639,S001271,2026-03-04,billing,1,2.9
T0001640,S001271,2026-03-29,cancellation_intent,0,
T0001641,S001271,2026-06-01,billing,1,3.6
T0001642,S001272,2026-05-01,other,0,
T0001643,S001272,2026-05-07,other,1,4.1
T0001644,S001274,2026-03-10,cancellation_intent,1,0.5
T0001645,S001274,2026-04-04,cancellation_intent,0,
T0001646,S001275,2026-05-27,content,1,0.5
T0001647,S001277,2025-12-26,cancellation_intent,1,5.6
T0001648,S001277,2026-04-21,content,0,
T0001649,S001279,2026-05-17,other,1,0.5
T0001650,S001280,2026-02-27,cancellation_intent,1,2.8
T0001651,S001281,2026-03-27,billing,1,
T0001652,S001281,2026-06-03,cancellation_intent,0,
T0001653,S001282,2026-03-08,content,1,1.3
T0001654,S001284,2026-02-05,technical,0,
T0001655,S001285,2026-02-11,content,1,1.7
T0001656,S001285,2026-05-20,billing,0,
T0001657,S001285,2026-06-09,cancellation_intent,0,
T0001658,S001286,2025-12-26,technical,1,0.5
T0001659,S001286,2025-12-29,technical,1,2.0
T0001660,S001286,2026-02-28,content,0,
T0001661,S001287,2025-12-27,technical,1,1.6
T0001662,S001289,2026-01-09,billing,1,
T0001663,S001289,2026-03-13,content,1,3.4
T0001664,S001289,2026-03-14,cancellation_intent,0,
T0001665,S001290,2026-03-27,content,1,6.7
T0001666,S001294,2026-03-29,billing,1,1.3
T0001667,S001295,2026-01-10,content,1,0.5
T0001668,S001295,2026-03-26,content,0,
T0001669,S001296,2026-05-13,other,1,3.4
T0001670,S001297,2026-05-15,other,1,
T0001671,S001299,2025-12-28,other,1,10.1
T0001672,S001299,2026-05-16,content,0,
T0001673,S001301,2026-02-19,content,1,5.2
T0001674,S001301,2026-04-06,cancellation_intent,1,0.5
T0001675,S001301,2026-06-19,cancellation_intent,1,0.9
T0001676,S001302,2026-04-26,technical,1,0.5
T0001677,S001303,2026-02-17,content,1,2.1
T0001678,S001303,2026-04-26,billing,1,0.8
T0001679,S001304,2026-02-10,content,1,5.8
T0001680,S001307,2026-03-28,billing,1,1.4
T0001681,S001307,2026-04-26,billing,1,1.5
T0001682,S001309,2026-06-18,content,0,
T0001683,S001310,2026-01-04,content,0,
T0001684,S001310,2026-02-11,technical,1,1.5
T0001685,S001311,2026-02-08,other,1,0.5
T0001686,S001311,2026-05-05,billing,1,1.2
T0001687,S001314,2025-12-23,other,0,
T0001688,S001314,2026-02-11,technical,1,7.6
T0001689,S001314,2026-03-06,technical,0,
T0001690,S001315,2026-03-27,content,1,4.2
T0001691,S001315,2026-04-28,billing,0,
T0001692,S001315,2026-05-07,other,1,3.2
T0001693,S001317,2026-01-03,billing,1,2.8
T0001694,S001317,2026-01-05,technical,1,4.1
T0001695,S001317,2026-04-10,technical,0,
T0001696,S001320,2026-06-04,other,0,
T0001697,S001322,2026-01-03,technical,1,4.5
T0001698,S001322,2026-04-25,cancellation_intent,1,0.6
T0001699,S001323,2026-02-14,cancellation_intent,0,
T0001700,S001325,2026-05-18,content,1,0.5
T0001701,S001326,2026-05-29,technical,1,2.6
T0001702,S001327,2026-01-27,content,1,2.5
T0001703,S001328,2026-03-29,technical,0,
T0001704,S001329,2026-03-13,billing,1,0.5
T0001705,S001329,2026-05-03,billing,1,0.5
T0001706,S001329,2026-05-10,cancellation_intent,1,1.9
T0001707,S001329,2026-05-16,cancellation_intent,0,
T0001708,S001331,2026-06-06,other,0,
T0001709,S001331,2026-06-18,content,1,0.8
T0001710,S001332,2026-03-11,billing,1,0.9
T0001711,S001334,2026-02-26,technical,1,4.1
T0001712,S001337,2025-12-27,content,1,3.3
T0001713,S001340,2026-03-18,other,1,5.4
T0001714,S001340,2026-04-08,cancellation_intent,1,2.5
T0001715,S001340,2026-04-11,cancellation_intent,1,
T0001716,S001341,2026-01-09,cancellation_intent,1,0.7
T0001717,S001344,2026-02-02,technical,1,0.8
T0001718,S001344,2026-06-11,technical,1,4.4
T0001719,S001345,2025-12-30,billing,1,1.5
T0001720,S001347,2026-01-07,technical,0,
T0001721,S001347,2026-06-03,content,1,0.7
T0001722,S001347,2026-06-11,technical,1,0.5
T0001723,S001348,2026-03-10,billing,1,2.3
T0001724,S001349,2026-03-26,billing,1,3.5
T0001725,S001349,2026-06-13,cancellation_intent,0,
T0001726,S001350,2026-04-02,cancellation_intent,1,2.1
T0001727,S001351,2026-02-17,content,1,0.6
T0001728,S001352,2026-04-28,content,1,1.4
T0001729,S001355,2026-06-15,content,1,3.4
T0001730,S001357,2026-03-23,cancellation_intent,1,4.6
T0001731,S001358,2026-02-26,content,1,2.7
T0001732,S001359,2026-03-01,billing,1,0.8
T0001733,S001361,2026-06-16,other,0,
T0001734,S001364,2026-01-02,technical,0,
T0001735,S001365,2026-01-08,technical,1,
T0001736,S001365,2026-03-10,billing,1,0.8
T0001737,S001367,2026-02-08,technical,1,0.5
T0001738,S001370,2026-01-14,technical,1,5.6
T0001739,S001370,2026-05-26,billing,0,
T0001740,S001372,2026-03-14,billing,0,
T0001741,S001373,2026-03-11,other,1,0.9
T0001742,S001373,2026-03-16,content,1,2.3
T0001743,S001373,2026-04-17,content,1,9.2
T0001744,S001373,2026-05-06,technical,1,1.5
T0001745,S001375,2026-04-29,other,1,1.6
T0001746,S001376,2026-03-19,technical,1,0.7
T0001747,S001376,2026-03-25,other,0,
T0001748,S001378,2026-02-05,technical,1,0.5
T0001749,S001379,2025-12-31,other,1,0.5
T0001750,S001379,2026-01-03,technical,1,0.6
T0001751,S001379,2026-02-09,technical,1,0.5
T0001752,S001380,2026-01-09,cancellation_intent,1,0.5
T0001753,S001380,2026-02-07,billing,1,2.1
T0001754,S001380,2026-02-22,other,1,0.5
T0001755,S001380,2026-02-27,other,0,
T0001756,S001380,2026-04-06,billing,1,0.5
T0001757,S001380,2026-05-08,technical,0,
T0001758,S001382,2026-03-19,billing,1,0.5
T0001759,S001383,2026-01-10,other,1,2.1
T0001760,S001384,2026-05-19,technical,1,6.1
T0001761,S001387,2026-04-28,other,1,1.5
T0001762,S001387,2026-05-27,cancellation_intent,1,1.8
T0001763,S001387,2026-05-28,cancellation_intent,1,0.5
T0001764,S001388,2026-06-03,other,1,0.5
T0001765,S001389,2026-01-03,cancellation_intent,1,0.5
T0001766,S001389,2026-03-07,cancellation_intent,1,0.5
T0001767,S001390,2026-04-13,other,1,2.8
T0001768,S001390,2026-04-15,technical,1,3.1
T0001769,S001391,2026-03-16,cancellation_intent,1,0.5
T0001770,S001391,2026-03-19,billing,1,7.1
T0001771,S001391,2026-05-28,cancellation_intent,1,1.3
T0001772,S001392,2026-02-06,billing,0,
T0001773,S001392,2026-06-13,cancellation_intent,1,0.5
T0001774,S001393,2025-12-25,other,1,2.0
T0001775,S001395,2026-04-15,content,0,
T0001776,S001396,2025-12-30,billing,1,1.8
T0001777,S001396,2026-01-16,cancellation_intent,0,
T0001778,S001396,2026-05-27,cancellation_intent,0,
T0001779,S001396,2026-06-04,billing,1,1.2
T0001780,S001397,2026-03-25,technical,1,1.5
T0001781,S001398,2026-02-10,billing,1,5.0
T0001782,S001399,2026-06-03,cancellation_intent,0,
T0001783,S001401,2026-05-09,content,1,
T0001784,S001404,2025-12-29,content,1,1.5
T0001785,S001404,2026-01-10,content,1,0.5
T0001786,S001404,2026-05-29,technical,1,1.7
T0001787,S001407,2025-12-25,technical,0,
T0001788,S001407,2026-03-23,billing,1,8.5
T0001789,S001407,2026-04-30,other,1,0.9
T0001790,S001407,2026-05-22,other,1,4.1
T0001791,S001407,2026-05-30,cancellation_intent,1,2.9
T0001792,S001411,2026-01-16,billing,1,0.5
T0001793,S001412,2026-04-27,technical,1,2.2
T0001794,S001413,2026-02-04,other,0,
T0001795,S001413,2026-02-16,other,1,1.7
T0001796,S001414,2026-04-23,technical,1,0.5
T0001797,S001418,2026-01-13,cancellation_intent,0,
T0001798,S001418,2026-05-23,cancellation_intent,1,1.1
T0001799,S001419,2026-03-19,billing,1,9.7
T0001800,S001421,2026-01-10,cancellation_intent,1,0.9
T0001801,S001421,2026-04-04,cancellation_intent,0,
T0001802,S001423,2026-05-07,billing,1,8.0
T0001803,S001424,2026-02-11,content,0,
T0001804,S001425,2025-12-25,content,0,
T0001805,S001425,2026-04-28,other,1,2.5
T0001806,S001425,2026-05-14,content,1,1.0
T0001807,S001425,2026-05-22,content,1,4.1
T0001808,S001426,2026-04-26,technical,1,0.5
T0001809,S001427,2026-01-09,cancellation_intent,1,4.0
T0001810,S001427,2026-01-21,cancellation_intent,1,5.8
T0001811,S001427,2026-05-07,content,1,2.3
T0001812,S001428,2025-12-29,billing,1,2.8
T0001813,S001428,2026-01-05,content,1,2.1
T0001814,S001428,2026-02-28,other,1,4.3
T0001815,S001428,2026-05-01,billing,0,
T0001816,S001429,2026-04-06,technical,0,
T0001817,S001430,2026-04-03,technical,1,2.5
T0001818,S001431,2026-02-11,technical,1,1.4
T0001819,S001432,2026-01-30,other,1,1.3
T0001820,S001432,2026-05-05,billing,1,3.9
T0001821,S001432,2026-06-14,billing,1,1.0
T0001822,S001435,2026-04-14,technical,1,3.6
T0001823,S001437,2026-02-14,billing,1,2.8
T0001824,S001440,2026-03-19,technical,1,0.6
T0001825,S001440,2026-05-13,billing,1,2.7
T0001826,S001444,2026-04-26,billing,1,3.3
T0001827,S001445,2026-01-09,content,1,1.6
T0001828,S001448,2025-12-22,content,0,
T0001829,S001448,2026-05-16,other,1,0.7
T0001830,S001449,2026-03-10,other,0,
T0001831,S001449,2026-04-13,cancellation_intent,1,5.1
T0001832,S001451,2025-12-30,other,1,0.5
T0001833,S001451,2026-01-21,billing,1,0.7
T0001834,S001451,2026-02-11,content,1,8.0
T0001835,S001453,2026-05-27,cancellation_intent,0,
T0001836,S001454,2026-04-19,technical,1,2.5
T0001837,S001456,2026-04-29,other,1,
T0001838,S001459,2026-01-19,billing,0,
T0001839,S001459,2026-06-15,billing,1,0.5
T0001840,S001461,2026-01-07,cancellation_intent,1,0.8
T0001841,S001462,2026-01-08,technical,1,2.0
T0001842,S001463,2026-02-24,other,1,2.1
T0001843,S001464,2026-01-13,cancellation_intent,0,
T0001844,S001464,2026-01-14,technical,1,4.6
T0001845,S001464,2026-02-01,cancellation_intent,1,3.1
T0001846,S001464,2026-02-21,other,0,
T0001847,S001466,2026-03-05,other,1,2.3
T0001848,S001466,2026-03-18,content,1,1.3
T0001849,S001467,2026-04-23,content,1,2.6
T0001850,S001467,2026-05-06,content,1,2.4
T0001851,S001467,2026-06-11,billing,1,4.6
T0001852,S001470,2026-04-09,content,1,4.5
T0001853,S001470,2026-05-13,technical,1,0.5
T0001854,S001471,2026-01-30,content,1,0.5
T0001855,S001471,2026-03-14,billing,1,11.9
T0001856,S001473,2026-01-22,billing,0,
T0001857,S001473,2026-03-14,cancellation_intent,0,
T0001858,S001473,2026-05-13,other,0,
T0001859,S001474,2025-12-25,billing,0,
T0001860,S001474,2026-03-03,billing,1,1.2
T0001861,S001474,2026-05-21,other,1,0.5
T0001862,S001474,2026-05-26,billing,0,
T0001863,S001476,2026-03-26,technical,1,0.5
T0001864,S001478,2026-04-28,technical,1,0.6
T0001865,S001479,2026-02-22,billing,1,0.5
T0001866,S001479,2026-03-05,billing,0,
T0001867,S001479,2026-04-14,technical,1,7.9
T0001868,S001482,2026-02-05,technical,1,1.1
T0001869,S001483,2026-04-13,billing,1,2.1
T0001870,S001483,2026-05-30,other,1,1.1
T0001871,S001487,2026-01-02,other,1,1.1
T0001872,S001491,2026-04-20,cancellation_intent,1,1.8
T0001873,S001493,2026-04-23,technical,1,2.5
T0001874,S001494,2026-04-04,technical,0,
T0001875,S001495,2026-03-30,billing,1,2.0
T0001876,S001498,2026-05-20,other,1,4.3
T0001877,S001500,2026-01-22,content,1,2.5
T0001878,S001500,2026-04-17,technical,1,0.5
T0001879,S001501,2026-03-28,technical,0,
T0001880,S001503,2026-01-07,billing,1,4.3
T0001881,S001503,2026-02-22,content,0,
T0001882,S001503,2026-02-25,other,1,6.8
T0001883,S001503,2026-06-11,billing,1,3.1
T0001884,S001505,2026-01-13,billing,0,
T0001885,S001505,2026-05-30,other,1,2.9
T0001886,S001507,2026-03-13,cancellation_intent,1,3.1
T0001887,S001507,2026-03-14,billing,1,0.5
T0001888,S001507,2026-03-22,other,1,2.3
T0001889,S001509,2026-02-12,technical,1,4.1
T0001890,S001512,2026-02-09,cancellation_intent,1,7.5
T0001891,S001512,2026-03-18,technical,0,
T0001892,S001512,2026-03-29,content,1,5.2
T0001893,S001514,2026-01-20,content,1,0.5
T0001894,S001515,2026-04-30,technical,1,3.9
T0001895,S001517,2026-05-18,other,1,0.5
T0001896,S001518,2025-12-22,billing,1,0.8
T0001897,S001518,2026-01-31,billing,1,0.5
T0001898,S001519,2026-04-17,billing,1,1.2
T0001899,S001520,2026-06-07,cancellation_intent,1,4.0
T0001900,S001522,2026-02-10,billing,0,
T0001901,S001522,2026-04-12,content,0,
T0001902,S001523,2026-01-17,technical,0,
T0001903,S001524,2025-12-27,other,1,
T0001904,S001525,2026-04-25,content,1,1.8
T0001905,S001526,2026-01-20,cancellation_intent,1,
T0001906,S001526,2026-04-15,billing,1,0.5
T0001907,S001526,2026-05-07,billing,0,
T0001908,S001527,2026-04-26,billing,1,0.9
T0001909,S001528,2026-05-12,technical,0,
T0001910,S001528,2026-06-03,cancellation_intent,1,1.9
T0001911,S001530,2025-12-28,cancellation_intent,1,1.8
T0001912,S001530,2026-06-12,content,1,0.5
T0001913,S001531,2026-01-31,cancellation_intent,1,0.9
T0001914,S001531,2026-03-25,billing,1,2.9
T0001915,S001531,2026-05-12,cancellation_intent,1,2.2
T0001916,S001533,2025-12-31,cancellation_intent,1,3.1
T0001917,S001533,2026-02-08,billing,1,1.0
T0001918,S001534,2026-02-05,cancellation_intent,0,
T0001919,S001534,2026-02-15,cancellation_intent,1,5.3
T0001920,S001534,2026-04-23,cancellation_intent,1,3.2
T0001921,S001534,2026-05-12,billing,1,12.9
T0001922,S001535,2026-03-31,technical,1,1.9
T0001923,S001535,2026-06-06,other,1,0.7
T0001924,S001538,2025-12-29,other,0,
T0001925,S001539,2026-02-18,cancellation_intent,0,
T0001926,S001539,2026-03-10,cancellation_intent,0,
T0001927,S001539,2026-04-05,cancellation_intent,1,1.6
T0001928,S001539,2026-04-16,content,0,
T0001929,S001539,2026-04-23,billing,1,4.9
T0001930,S001541,2026-01-25,technical,0,
T0001931,S001541,2026-05-31,cancellation_intent,1,4.3
T0001932,S001543,2026-04-20,cancellation_intent,0,
T0001933,S001543,2026-05-12,content,1,0.5
T0001934,S001543,2026-05-15,cancellation_intent,1,0.5
T0001935,S001545,2026-02-06,other,1,7.0
T0001936,S001546,2026-04-17,cancellation_intent,0,
T0001937,S001546,2026-05-22,other,1,2.3
T0001938,S001548,2026-04-04,billing,1,1.5
T0001939,S001549,2026-02-12,cancellation_intent,0,
T0001940,S001549,2026-03-08,billing,1,2.4
T0001941,S001549,2026-04-27,content,1,1.5
T0001942,S001553,2026-01-20,technical,1,1.0
T0001943,S001554,2026-02-08,technical,0,
T0001944,S001555,2026-04-21,other,0,
T0001945,S001555,2026-05-27,billing,1,0.5
T0001946,S001555,2026-06-12,technical,1,0.7
T0001947,S001557,2026-03-09,other,1,0.5
T0001948,S001559,2026-02-14,billing,1,0.5
T0001949,S001560,2026-02-04,technical,1,9.5
T0001950,S001560,2026-03-29,cancellation_intent,0,
T0001951,S001563,2026-01-24,billing,1,0.5
T0001952,S001564,2026-01-23,content,1,0.6
T0001953,S001564,2026-03-12,cancellation_intent,1,2.3
T0001954,S001564,2026-04-13,cancellation_intent,1,0.9
T0001955,S001565,2026-05-04,billing,1,1.2
T0001956,S001566,2026-03-25,billing,1,0.5
T0001957,S001566,2026-05-06,billing,0,
T0001958,S001566,2026-05-31,technical,0,
T0001959,S001567,2026-04-12,content,1,2.7
T0001960,S001568,2026-01-10,cancellation_intent,1,1.9
T0001961,S001568,2026-02-19,billing,1,1.4
T0001962,S001568,2026-02-22,technical,1,3.8
T0001963,S001568,2026-04-01,cancellation_intent,1,4.5
T0001964,S001570,2026-01-13,technical,1,0.9
