billing_id,subscriber_id,billing_date,amount_due,payment_status,retry_count
B00010187,S001135,2026-02-03,17.99,failed,3
B00010188,S001135,2026-03-06,17.99,paid,0
B00010189,S001135,2026-04-05,17.99,paid,0
B00010190,S001135,2026-05-06,17.99,paid,0
B00010191,S001135,2026-06-05,17.99,paid,0
B00010192,S001136,2025-07-05,6.99,failed,2
B00010193,S001136,2025-08-04,6.99,paid,0
B00010194,S001136,2025-09-04,6.99,paid,0
B00010195,S001136,2025-10-04,6.99,paid,0
B00010196,S001136,2025-11-04,6.99,paid,0
B00010197,S001136,2025-12-04,6.99,paid,0
B00010198,S001136,2026-01-04,6.99,paid,0
B00010199,S001136,2026-02-03,6.99,paid,0
B00010200,S001136,2026-03-06,6.99,paid,0
B00010201,S001136,2026-04-05,6.99,paid,0
B00010202,S001136,2026-05-06,6.99,paid,0
B00010203,S001136,2026-06-05,6.99,paid,0
B00010204,S001137,2025-07-05,11.99,paid,0
B00010205,S001137,2025-08-04,11.99,paid,0
B00010206,S001137,2025-09-04,11.99,paid,0
B00010207,S001137,2025-10-04,11.99,paid,0
B00010208,S001137,2025-11-04,11.99,paid,0
B00010209,S001137,2025-12-04,11.99,failed,1
B00010210,S001137,2026-01-04,11.99,paid,0
B00010211,S001137,2026-02-03,11.99,paid,0
B00010212,S001137,2026-03-06,11.99,paid,0
B00010213,S001137,2026-04-05,11.99,paid,0
B00010214,S001137,2026-05-06,11.99,paid,0
B00010215,S001137,2026-06-05,11.99,paid,0
B00010216,S001138,2026-06-05,11.99,paid,0
B00010217,S001139,2026-03-06,6.99,paid,0
B00010218,S001139,2026-04-05,6.99,paid,0
B00010219,S001139,2026-05-06,6.99,paid,0
B00010220,S001139,2026-06-05,6.99,failed,1
B00010221,S001140,2025-07-05,11.99,paid,0
B00010222,S001140,2025-08-04,11.99,paid,0
B00010223,S001140,2025-09-04,11.99,paid,0
B00010224,S001140,2025-10-04,11.99,paid,0
B00010225,S001140,2025-11-04,11.99,paid,0
B00010226,S001140,2025-12-04,11.99,paid,0
B00010227,S001140,2026-01-04,11.99,paid,0
B00010228,S001140,2026-02-03,11.99,paid,0
B00010229,S001140,2026-03-06,11.99,paid,0
B00010230,S001140,2026-04-05,11.99,paid,0
B00010231,S001140,2026-05-06,11.99,paid,0
B00010232,S001140,2026-06-05,11.99,paid,0
B00010233,S001141,2025-09-04,11.99,paid,0
B00010234,S001141,2025-10-04,11.99,paid,0
B00010235,S001141,2025-11-04,11.99,paid,0
B00010236,S001141,2025-12-04,11.99,paid,0
B00010237,S001141,2026-01-04,11.99,paid,0
B00010238,S001141,2026-02-03,11.99,paid,0
B00010239,S001141,2026-03-06,11.99,paid,0
B00010240,S001141,2026-04-05,11.99,paid,0
B00010241,S001141,2026-05-06,11.99,paid,0
B00010242,S001141,2026-06-05,11.99,paid,0
B00010243,S001142,2025-07-05,17.99,paid,0
B00010244,S001142,2025-08-04,17.99,disputed,1
B00010245,S001142,2025-09-04,17.99,paid,0
B00010246,S001142,2025-10-04,17.99,paid,0
B00010247,S001142,2025-11-04,17.99,paid,0
B00010248,S001142,2025-12-04,17.99,paid,0
B00010249,S001142,2026-01-04,17.99,paid,0
B00010250,S001142,2026-02-03,17.99,paid,0
B00010251,S001142,2026-03-06,17.99,paid,0
B00010252,S001142,2026-04-05,17.99,paid,0
B00010253,S001142,2026-05-06,17.99,paid,0
B00010254,S001142,2026-06-05,17.99,paid,0
B00010255,S001143,2026-04-05,17.99,paid,0
B00010256,S001143,2026-05-06,17.99,paid,0
B00010257,S001143,2026-06-05,17.99,failed,2
B00010258,S001144,2025-07-05,17.99,paid,0
B00010259,S001144,2025-08-04,17.99,paid,0
B00010260,S001144,2025-09-04,17.99,paid,0
B00010261,S001144,2025-10-04,17.99,paid,0
B00010262,S001144,2025-11-04,17.99,paid,0
B00010263,S001144,2025-12-04,17.99,paid,0
B00010264,S001144,2026-01-04,17.99,paid,0
B00010265,S001144,2026-02-03,17.99,paid,0
B00010266,S001144,2026-03-06,17.99,paid,0
B00010267,S001144,2026-04-05,17.99,paid,0
B00010268,S001144,2026-05-06,17.99,paid,0
B00010269,S001144,2026-06-05,17.99,paid,0
B00010270,S001145,2025-11-04,11.99,paid,0
B00010271,S001145,2025-12-04,11.99,paid,0
B00010272,S001145,2026-01-04,11.99,paid,0
B00010273,S001145,2026-02-03,11.99,paid,0
B00010274,S001145,2026-03-06,11.99,paid,0
B00010275,S001145,2026-04-05,11.99,paid,0
B00010276,S001145,2026-05-06,11.99,failed,1
B00010277,S001145,2026-06-05,11.99,paid,0
B00010278,S001146,2025-10-04,6.99,paid,0
B00010279,S001146,2025-11-04,6.99,paid,0
B00010280,S001146,2025-12-04,6.99,paid,0
B00010281,S001146,2026-01-04,6.99,paid,0
B00010282,S001146,2026-02-03,6.99,paid,0
B00010283,S001146,2026-03-06,6.99,paid,0
B00010284,S001146,2026-04-05,6.99,disputed,2
B00010285,S001146,2026-05-06,6.99,paid,0
B00010286,S001146,2026-06-05,6.99,disputed,2
B00010287,S001147,2025-07-05,11.99,paid,0
B00010288,S001147,2025-08-04,11.99,paid,0
B00010289,S001147,2025-09-04,11.99,paid,0
B00010290,S001147,2025-10-04,11.99,disputed,3
B00010291,S001147,2025-11-04,11.99,paid,0
B00010292,S001147,2025-12-04,11.99,paid,0
B00010293,S001147,2026-01-04,11.99,paid,0
B00010294,S001147,2026-02-03,11.99,paid,0
B00010295,S001147,2026-03-06,11.99,paid,0
B00010296,S001147,2026-04-05,11.99,paid,0
B00010297,S001147,2026-05-06,11.99,paid,0
B00010298,S001147,2026-06-05,11.99,paid,0
B00010299,S001148,2025-07-05,17.99,paid,0
B00010300,S001148,2025-08-04,17.99,paid,0
B00010301,S001148,2025-09-04,17.99,paid,0
B00010302,S001148,2025-10-04,17.99,failed,2
B00010303,S001148,2025-11-04,17.99,paid,0
B00010304,S001148,2025-12-04,17.99,paid,0
B00010305,S001148,2026-01-04,17.99,paid,0
B00010306,S001148,2026-02-03,17.99,paid,0
B00010307,S001148,2026-03-06,17.99,paid,0
B00010308,S001148,2026-04-05,17.99,paid,0
B00010309,S001148,2026-05-06,17.99,paid,0
B00010310,S001148,2026-06-05,17.99,paid,0
B00010311,S001149,2025-07-05,11.99,paid,0
B00010312,S001149,2025-08-04,11.99,paid,0
B00010313,S001149,2025-09-04,11.99,paid,0
B00010314,S001149,2025-10-04,11.99,paid,0
B00010315,S001149,2025-11-04,11.99,paid,0
B00010316,S001149,2025-12-04,11.99,paid,0
B00010317,S001149,2026-01-04,11.99,paid,0
B00010318,S001149,2026-02-03,11.99,paid,0
B00010319,S001149,2026-03-06,11.99,paid,0
B00010320,S001149,2026-04-05,11.99,paid,0
B00010321,S001149,2026-05-06,11.99,failed,1
B00010322,S001149,2026-06-05,11.99,paid,0
B00010323,S001150,2025-07-05,17.99,paid,0
B00010324,S001150,2025-08-04,17.99,paid,0
B00010325,S001150,2025-09-04,17.99,paid,0
B00010326,S001150,2025-10-04,17.99,paid,0
B00010327,S001150,2025-11-04,17.99,paid,0
B00010328,S001150,2025-12-04,17.99,paid,0
B00010329,S001150,2026-01-04,17.99,paid,0
B00010330,S001150,2026-02-03,17.99,paid,0
B00010331,S001150,2026-03-06,17.99,paid,0
B00010332,S001150,2026-04-05,17.99,paid,0
B00010333,S001150,2026-05-06,17.99,paid,0
B00010334,S001150,2026-06-05,17.99,paid,0
B00010335,S001151,2025-07-05,6.99,paid,0
B00010336,S001151,2025-08-04,6.99,paid,0
B00010337,S001151,2025-09-04,6.99,paid,0
B00010338,S001151,2025-10-04,6.99,paid,0
B00010339,S001151,2025-11-04,6.99,paid,0
B00010340,S001151,2025-12-04,6.99,paid,0
B00010341,S001151,2026-01-04,6.99,paid,0
B00010342,S001151,2026-02-03,6.99,paid,0
B00010343,S001151,2026-03-06,6.99,paid,0
B00010344,S001151,2026-04-05,6.99,paid,0
B00010345,S001151,2026-05-06,6.99,paid,0
B00010346,S001151,2026-06-05,6.99,paid,0
B00010347,S001152,2025-07-05,17.99,paid,0
B00010348,S001152,2025-08-04,17.99,paid,0
B00010349,S001152,2025-09-04,17.99,paid,0
B00010350,S001152,2025-10-04,17.99,paid,0
B00010351,S001152,2025-11-04,17.99,paid,0
B00010352,S001152,2025-12-04,17.99,paid,0
B00010353,S001152,2026-01-04,17.99,paid,0
B00010354,S001152,2026-02-03,17.99,paid,0
B00010355,S001152,2026-03-06,17.99,paid,0
B00010356,S001152,2026-04-05,17.99,paid,0
B00010357,S001152,2026-05-06,17.99,paid,0
B00010358,S001152,2026-06-05,17.99,paid,0
B00010359,S001153,2026-05-06,6.99,paid,0
B00010360,S001153,2026-06-05,6.99,paid,0
B00010361,S001154,2025-07-05,6.99,paid,0
B00010362,S001154,2025-08-04,6.99,paid,0
B00010363,S001154,2025-09-04,6.99,paid,0
B00010364,S001154,2025-10-04,6.99,paid,0
B00010365,S001154,2025-11-04,6.99,paid,0
B00010366,S001154,2025-12-04,6.99,paid,0
B00010367,S001154,2026-01-04,6.99,paid,0
B00010368,S001154,2026-02-03,6.99,paid,0
B00010369,S001154,2026-03-06,6.99,paid,0
B00010370,S001154,2026-04-05,6.99,paid,0
B00010371,S001154,2026-05-06,6.99,paid,0
B00010372,S001154,2026-06-05,6.99,paid,0
B00010373,S001155,2025-07-05,11.99,disputed,2
B00010374,S001155,2025-08-04,11.99,paid,0
B00010375,S001155,2025-09-04,11.99,paid,0
B00010376,S001155,2025-10-04,11.99,paid,0
B00010377,S001155,2025-11-04,11.99,paid,0
B00010378,S001155,2025-12-04,11.99,paid,0
B00010379,S001155,2026-01-04,11.99,paid,0
B00010380,S001155,2026-02-03,11.99,paid,0
B00010381,S001155,2026-03-06,11.99,paid,0
B00010382,S001155,2026-04-05,11.99,paid,0
B00010383,S001155,2026-05-06,11.99,paid,0
B00010384,S001155,2026-06-05,11.99,paid,0
B00010385,S001156,2026-01-04,6.99,paid,0
B00010386,S001156,2026-02-03,6.99,paid,0
B00010387,S001156,2026-03-06,6.99,paid,0
B00010388,S001156,2026-04-05,6.99,paid,0
B00010389,S001156,2026-05-06,6.99,paid,0
B00010390,S001156,2026-06-05,6.99,disputed,1
B00010391,S001157,2026-01-04,6.99,failed,3
B00010392,S001157,2026-02-03,6.99,paid,0
B00010393,S001157,2026-03-06,6.99,paid,0
B00010394,S001157,2026-04-05,6.99,paid,0
B00010395,S001157,2026-05-06,6.99,paid,0
B00010396,S001157,2026-06-05,6.99,paid,0
B00010397,S001158,2025-07-05,6.99,paid,0
B00010398,S001158,2025-08-04,6.99,paid,0
B00010399,S001158,2025-09-04,6.99,paid,0
B00010400,S001158,2025-10-04,6.99,paid,0
B00010401,S001158,2025-11-04,6.99,paid,0
B00010402,S001158,2025-12-04,6.99,paid,0
B00010403,S001158,2026-01-04,6.99,paid,0
B00010404,S001158,2026-02-03,6.99,paid,0
B00010405,S001158,2026-03-06,6.99,paid,0
B00010406,S001158,2026-04-05,6.99,paid,0
B00010407,S001158,2026-05-06,6.99,paid,0
B00010408,S001158,2026-06-05,6.99,paid,0
B00010409,S001159,2026-06-05,11.99,paid,0
B00010410,S001160,2025-07-05,17.99,paid,0
B00010411,S001160,2025-08-04,17.99,paid,0
B00010412,S001160,2025-09-04,17.99,paid,0
B00010413,S001160,2025-10-04,17.99,paid,0
B00010414,S001160,2025-11-04,17.99,paid,0
B00010415,S001160,2025-12-04,17.99,paid,0
B00010416,S001160,2026-01-04,17.99,failed,2
B00010417,S001160,2026-02-03,17.99,paid,0
B00010418,S001160,2026-03-06,17.99,paid,0
B00010419,S001160,2026-04-05,17.99,paid,0
B00010420,S001160,2026-05-06,17.99,paid,0
B00010421,S001160,2026-06-05,17.99,paid,0
B00010422,S001161,2026-05-06,6.99,paid,0
B00010423,S001161,2026-06-05,6.99,paid,0
B00010424,S001162,2026-02-03,11.99,paid,0
B00010425,S001162,2026-03-06,11.99,paid,0
B00010426,S001162,2026-04-05,11.99,paid,0
B00010427,S001162,2026-05-06,11.99,paid,0
B00010428,S001162,2026-06-05,11.99,paid,0
B00010429,S001163,2025-07-05,17.99,paid,0
B00010430,S001163,2025-08-04,17.99,paid,0
B00010431,S001163,2025-09-04,17.99,paid,0
B00010432,S001163,2025-10-04,17.99,paid,0
B00010433,S001163,2025-11-04,17.99,paid,0
B00010434,S001163,2025-12-04,17.99,paid,0
B00010435,S001163,2026-01-04,17.99,paid,0
B00010436,S001163,2026-02-03,17.99,paid,0
B00010437,S001163,2026-03-06,17.99,failed,1
B00010438,S001163,2026-04-05,17.99,paid,0
B00010439,S001163,2026-05-06,17.99,paid,0
B00010440,S001163,2026-06-05,17.99,failed,2
B00010441,S001164,2026-02-03,6.99,paid,0
B00010442,S001164,2026-03-06,6.99,paid,0
B00010443,S001164,2026-04-05,6.99,paid,0
B00010444,S001164,2026-05-06,6.99,paid,0
B00010445,S001164,2026-06-05,6.99,paid,0
B00010446,S001165,2025-07-05,6.99,paid,0
B00010447,S001165,2025-08-04,6.99,paid,0
B00010448,S001165,2025-09-04,6.99,paid,0
B00010449,S001165,2025-10-04,6.99,paid,0
B00010450,S001165,2025-11-04,6.99,paid,0
B00010451,S001165,2025-12-04,6.99,paid,0
B00010452,S001165,2026-01-04,6.99,paid,0
B00010453,S001165,2026-02-03,6.99,paid,0
B00010454,S001165,2026-03-06,6.99,paid,0
B00010455,S001165,2026-04-05,6.99,paid,0
B00010456,S001165,2026-05-06,6.99,paid,0
B00010457,S001165,2026-06-05,6.99,paid,0
B00010458,S001166,2025-07-05,17.99,paid,0
B00010459,S001166,2025-08-04,17.99,paid,0
B00010460,S001166,2025-09-04,17.99,paid,0
B00010461,S001166,2025-10-04,17.99,paid,0
B00010462,S001166,2025-11-04,17.99,paid,0
B00010463,S001166,2025-12-04,17.99,failed,3
B00010464,S001166,2026-01-04,17.99,paid,0
B00010465,S001166,2026-02-03,17.99,paid,0
B00010466,S001166,2026-03-06,17.99,paid,0
B00010467,S001166,2026-04-05,17.99,paid,0
B00010468,S001166,2026-05-06,17.99,paid,0
B00010469,S001166,2026-06-05,17.99,paid,0
B00010470,S001167,2025-07-05,17.99,paid,0
B00010471,S001167,2025-08-04,17.99,paid,0
B00010472,S001167,2025-09-04,17.99,paid,0
B00010473,S001167,2025-10-04,17.99,paid,0
B00010474,S001167,2025-11-04,17.99,paid,0
B00010475,S001167,2025-12-04,17.99,paid,0
B00010476,S001167,2026-01-04,17.99,paid,0
B00010477,S001167,2026-02-03,17.99,paid,0
B00010478,S001167,2026-03-06,17.99,failed,2
B00010479,S001167,2026-04-05,17.99,paid,0
B00010480,S001167,2026-05-06,17.99,paid,0
B00010481,S001167,2026-06-05,17.99,paid,0
B00010482,S001168,2026-06-05,11.99,paid,0
B00010483,S001169,2025-07-05,17.99,paid,0
B00010484,S001169,2025-08-04,17.99,paid,0
B00010485,S001169,2025-09-04,17.99,paid,0
B00010486,S001169,2025-10-04,17.99,failed,2
B00010487,S001169,2025-11-04,17.99,paid,0
B00010488,S001169,2025-12-04,17.99,paid,0
B00010489,S001169,2026-01-04,17.99,paid,0
B00010490,S001169,2026-02-03,17.99,paid,0
B00010491,S001169,2026-03-06,17.99,paid,0
B00010492,S001169,2026-04-05,17.99,paid,0
B00010493,S001169,2026-05-06,17.99,paid,0
B00010494,S001169,2026-06-05,17.99,disputed,2
B00010495,S001170,2025-07-05,6.99,paid,0
B00010496,S001170,2025-08-04,6.99,paid,0
B00010497,S001170,2025-09-04,6.99,paid,0
B00010498,S001170,2025-10-04,6.99,paid,0
B00010499,S001170,2025-11-04,6.99,paid,0
B00010500,S001170,2025-12-04,6.99,paid,0
B00010501,S001170,2026-01-04,6.99,failed,2
B00010502,S001170,2026-02-03,6.99,paid,0
B00010503,S001170,2026-03-06,6.99,paid,0
B00010504,S001170,2026-04-05,6.99,paid,0
B00010505,S001170,2026-05-06,6.99,paid,0
B00010506,S001170,2026-06-05,6.99,paid,0
B00010507,S001171,2026-02-03,11.99,paid,0
B00010508,S001171,2026-03-06,11.99,paid,0
B00010509,S001171,2026-04-05,11.99,paid,0
B00010510,S001171,2026-05-06,11.99,paid,0
B00010511,S001171,2026-06-05,11.99,paid,0
B00010512,S001172,2025-12-04,11.99,paid,0
B00010513,S001172,2026-01-04,11.99,failed,3
B00010514,S001172,2026-02-03,11.99,paid,0
B00010515,S001172,2026-03-06,11.99,paid,0
B00010516,S001172,2026-04-05,11.99,failed,3
B00010517,S001172,2026-05-06,11.99,failed,2
B00010518,S001172,2026-06-05,11.99,paid,0
B00010519,S001173,2025-07-05,6.99,paid,0
B00010520,S001173,2025-08-04,6.99,paid,0
B00010521,S001173,2025-09-04,6.99,paid,0
B00010522,S001173,2025-10-04,6.99,paid,0
B00010523,S001173,2025-11-04,6.99,paid,0
B00010524,S001173,2025-12-04,6.99,paid,0
B00010525,S001173,2026-01-04,6.99,paid,0
B00010526,S001173,2026-02-03,6.99,paid,0
B00010527,S001173,2026-03-06,6.99,paid,0
B00010528,S001173,2026-04-05,6.99,paid,0
B00010529,S001173,2026-05-06,6.99,paid,0
B00010530,S001173,2026-06-05,6.99,paid,0
B00010531,S001174,2025-07-05,11.99,paid,0
B00010532,S001174,2025-08-04,11.99,disputed,2
B00010533,S001174,2025-09-04,11.99,paid,0
B00010534,S001174,2025-10-04,11.99,paid,0
B00010535,S001174,2025-11-04,11.99,paid,0
B00010536,S001174,2025-12-04,11.99,paid,0
B00010537,S001174,2026-01-04,11.99,paid,0
B00010538,S001174,2026-02-03,11.99,paid,0
B00010539,S001174,2026-03-06,11.99,paid,0
B00010540,S001174,2026-04-05,11.99,paid,0
B00010541,S001174,2026-05-06,11.99,paid,0
B00010542,S001174,2026-06-05,11.99,paid,0
B00010543,S001175,2025-07-05,11.99,paid,0
B00010544,S001175,2025-08-04,11.99,paid,0
B00010545,S001175,2025-09-04,11.99,paid,0
B00010546,S001175,2025-10-04,11.99,paid,0
B00010547,S001175,2025-11-04,11.99,paid,0
B00010548,S001175,2025-12-04,11.99,paid,0
B00010549,S001175,2026-01-04,11.99,paid,0
B00010550,S001175,2026-02-03,11.99,failed,3
B00010551,S001175,2026-03-06,11.99,paid,0
B00010552,S001175,2026-04-05,11.99,paid,0
B00010553,S001175,2026-05-06,11.99,paid,0
B00010554,S001175,2026-06-05,11.99,failed,2
B00010555,S001176,2026-02-03,11.99,paid,0
B00010556,S001176,2026-03-06,11.99,paid,0
B00010557,S001176,2026-04-05,11.99,paid,0
B00010558,S001176,2026-05-06,11.99,failed,1
B00010559,S001176,2026-06-05,11.99,paid,0
B00010560,S001177,2026-04-05,11.99,failed,2
B00010561,S001177,2026-05-06,11.99,paid,0
B00010562,S001177,2026-06-05,11.99,paid,0
B00010563,S001178,2026-06-05,11.99,paid,0
B00010564,S001179,2025-09-04,6.99,paid,0
B00010565,S001179,2025-10-04,6.99,paid,0
B00010566,S001179,2025-11-04,6.99,paid,0
B00010567,S001179,2025-12-04,6.99,paid,0
B00010568,S001179,2026-01-04,6.99,failed,2
B00010569,S001179,2026-02-03,6.99,paid,0
B00010570,S001179,2026-03-06,6.99,paid,0
B00010571,S001179,2026-04-05,6.99,paid,0
B00010572,S001179,2026-05-06,6.99,paid,0
B00010573,S001179,2026-06-05,6.99,paid,0
B00010574,S001180,2025-07-05,6.99,paid,0
B00010575,S001180,2025-08-04,6.99,paid,0
B00010576,S001180,2025-09-04,6.99,paid,0
B00010577,S001180,2025-10-04,6.99,paid,0
B00010578,S001180,2025-11-04,6.99,paid,0
B00010579,S001180,2025-12-04,6.99,paid,0
B00010580,S001180,2026-01-04,6.99,paid,0
B00010581,S001180,2026-02-03,6.99,paid,0
B00010582,S001180,2026-03-06,6.99,paid,0
B00010583,S001180,2026-04-05,6.99,paid,0
B00010584,S001180,2026-05-06,6.99,paid,0
B00010585,S001180,2026-06-05,6.99,paid,0
B00010586,S001181,2025-07-05,11.99,paid,0
B00010587,S001181,2025-08-04,11.99,paid,0
B00010588,S001181,2025-09-04,11.99,paid,0
B00010589,S001181,2025-10-04,11.99,paid,0
B00010590,S001181,2025-11-04,11.99,paid,0
B00010591,S001181,2025-12-04,11.99,paid,0
B00010592,S001181,2026-01-04,11.99,paid,0
B00010593,S001181,2026-02-03,11.99,paid,0
B00010594,S001181,2026-03-06,11.99,paid,0
B00010595,S001181,2026-04-05,11.99,failed,1
B00010596,S001181,2026-05-06,11.99,paid,0
B00010597,S001181,2026-06-05,11.99,paid,0
B00010598,S001182,2026-02-03,6.99,paid,0
B00010599,S001182,2026-03-06,6.99,paid,0
B00010600,S001182,2026-04-05,6.99,paid,0
B00010601,S001182,2026-05-06,6.99,paid,0
B00010602,S001182,2026-06-05,6.99,failed,3
B00010603,S001183,2025-07-05,6.99,paid,0
B00010604,S001183,2025-08-04,6.99,paid,0
B00010605,S001183,2025-09-04,6.99,paid,0
B00010606,S001183,2025-10-04,6.99,paid,0
B00010607,S001183,2025-11-04,6.99,paid,0
B00010608,S001183,2025-12-04,6.99,paid,0
B00010609,S001183,2026-01-04,6.99,paid,0
B00010610,S001183,2026-02-03,6.99,paid,0
B00010611,S001183,2026-03-06,6.99,paid,0
B00010612,S001183,2026-04-05,6.99,paid,0
B00010613,S001183,2026-05-06,6.99,paid,0
B00010614,S001183,2026-06-05,6.99,paid,0
B00010615,S001184,2025-09-04,6.99,paid,0
B00010616,S001184,2025-10-04,6.99,paid,0
B00010617,S001184,2025-11-04,6.99,paid,0
B00010618,S001184,2025-12-04,6.99,paid,0
B00010619,S001184,2026-01-04,6.99,paid,0
B00010620,S001184,2026-02-03,6.99,paid,0
B00010621,S001184,2026-03-06,6.99,paid,0
B00010622,S001184,2026-04-05,6.99,paid,0
B00010623,S001184,2026-05-06,6.99,failed,2
B00010624,S001184,2026-06-05,6.99,paid,0
B00010625,S001185,2025-07-05,6.99,paid,0
B00010626,S001185,2025-08-04,6.99,paid,0
B00010627,S001185,2025-09-04,6.99,paid,0
B00010628,S001185,2025-10-04,6.99,paid,0
B00010629,S001185,2025-11-04,6.99,paid,0
B00010630,S001185,2025-12-04,6.99,paid,0
B00010631,S001185,2026-01-04,6.99,paid,0
B00010632,S001185,2026-02-03,6.99,paid,0
B00010633,S001185,2026-03-06,6.99,paid,0
B00010634,S001185,2026-04-05,6.99,paid,0
B00010635,S001185,2026-05-06,6.99,paid,0
B00010636,S001185,2026-06-05,6.99,paid,0
B00010637,S001186,2025-07-05,17.99,paid,0
B00010638,S001186,2025-08-04,17.99,paid,0
B00010639,S001186,2025-09-04,17.99,paid,0
B00010640,S001186,2025-10-04,17.99,paid,0
B00010641,S001186,2025-11-04,17.99,disputed,2
B00010642,S001186,2025-12-04,17.99,paid,0
B00010643,S001186,2026-01-04,17.99,paid,0
B00010644,S001186,2026-02-03,17.99,paid,0
B00010645,S001186,2026-03-06,17.99,paid,0
B00010646,S001186,2026-04-05,17.99,paid,0
B00010647,S001186,2026-05-06,17.99,paid,0
B00010648,S001186,2026-06-05,17.99,failed,3
B00010649,S001187,2026-03-06,11.99,failed,1
B00010650,S001187,2026-04-05,11.99,paid,0
B00010651,S001187,2026-05-06,11.99,paid,0
B00010652,S001187,2026-06-05,11.99,disputed,3
B00010653,S001188,2025-07-05,17.99,paid,0
B00010654,S001188,2025-08-04,17.99,paid,0
B00010655,S001188,2025-09-04,17.99,paid,0
B00010656,S001188,2025-10-04,17.99,paid,0
B00010657,S001188,2025-11-04,17.99,paid,0
B00010658,S001188,2025-12-04,17.99,paid,0
B00010659,S001188,2026-01-04,17.99,paid,0
B00010660,S001188,2026-02-03,17.99,paid,0
B00010661,S001188,2026-03-06,17.99,paid,0
B00010662,S001188,2026-04-05,17.99,paid,0
B00010663,S001188,2026-05-06,17.99,paid,0
B00010664,S001188,2026-06-05,17.99,failed,1
B00010665,S001189,2025-07-05,6.99,paid,0
B00010666,S001189,2025-08-04,6.99,paid,0
B00010667,S001189,2025-09-04,6.99,paid,0
B00010668,S001189,2025-10-04,6.99,paid,0
B00010669,S001189,2025-11-04,6.99,paid,0
B00010670,S001189,2025-12-04,6.99,paid,0
B00010671,S001189,2026-01-04,6.99,paid,0
B00010672,S001189,2026-02-03,6.99,paid,0
B00010673,S001189,2026-03-06,6.99,paid,0
B00010674,S001189,2026-04-05,6.99,paid,0
B00010675,S001189,2026-05-06,6.99,paid,0
B00010676,S001189,2026-06-05,6.99,paid,0
B00010677,S001190,2026-06-05,11.99,paid,0
B00010678,S001191,2025-07-05,11.99,paid,0
B00010679,S001191,2025-08-04,11.99,paid,0
B00010680,S001191,2025-09-04,11.99,paid,0
B00010681,S001191,2025-10-04,11.99,paid,0
B00010682,S001191,2025-11-04,11.99,paid,0
B00010683,S001191,2025-12-04,11.99,paid,0
B00010684,S001191,2026-01-04,11.99,paid,0
B00010685,S001191,2026-02-03,11.99,paid,0
B00010686,S001191,2026-03-06,11.99,paid,0
B00010687,S001191,2026-04-05,11.99,paid,0
B00010688,S001191,2026-05-06,11.99,paid,0
B00010689,S001191,2026-06-05,11.99,paid,0
B00010690,S001192,2025-07-05,11.99,failed,2
B00010691,S001192,2025-08-04,11.99,paid,0
B00010692,S001192,2025-09-04,11.99,paid,0
B00010693,S001192,2025-10-04,11.99,paid,0
B00010694,S001192,2025-11-04,11.99,paid,0
B00010695,S001192,2025-12-04,11.99,paid,0
B00010696,S001192,2026-01-04,11.99,paid,0
B00010697,S001192,2026-02-03,11.99,paid,0
B00010698,S001192,2026-03-06,11.99,paid,0
B00010699,S001192,2026-04-05,11.99,paid,0
B00010700,S001192,2026-05-06,11.99,paid,0
B00010701,S001192,2026-06-05,11.99,paid,0
B00010702,S001193,2026-05-06,17.99,failed,1
B00010703,S001193,2026-06-05,17.99,paid,0
B00010704,S001194,2025-07-05,17.99,failed,2
B00010705,S001194,2025-08-04,17.99,paid,0
B00010706,S001194,2025-09-04,17.99,paid,0
B00010707,S001194,2025-10-04,17.99,paid,0
B00010708,S001194,2025-11-04,17.99,paid,0
B00010709,S001194,2025-12-04,17.99,paid,0
B00010710,S001194,2026-01-04,17.99,failed,3
B00010711,S001194,2026-02-03,17.99,paid,0
B00010712,S001194,2026-03-06,17.99,paid,0
B00010713,S001194,2026-04-05,17.99,paid,0
B00010714,S001194,2026-05-06,17.99,paid,0
B00010715,S001194,2026-06-05,17.99,paid,0
B00010716,S001195,2025-12-04,17.99,paid,0
B00010717,S001195,2026-01-04,17.99,failed,3
B00010718,S001195,2026-02-03,17.99,paid,0
B00010719,S001195,2026-03-06,17.99,paid,0
B00010720,S001195,2026-04-05,17.99,paid,0
B00010721,S001195,2026-05-06,17.99,disputed,3
B00010722,S001195,2026-06-05,17.99,paid,0
B00010723,S001196,2025-07-05,6.99,paid,0
B00010724,S001196,2025-08-04,6.99,paid,0
B00010725,S001196,2025-09-04,6.99,failed,2
B00010726,S001196,2025-10-04,6.99,paid,0
B00010727,S001196,2025-11-04,6.99,paid,0
B00010728,S001196,2025-12-04,6.99,paid,0
B00010729,S001196,2026-01-04,6.99,paid,0
B00010730,S001196,2026-02-03,6.99,paid,0
B00010731,S001196,2026-03-06,6.99,paid,0
B00010732,S001196,2026-04-05,6.99,paid,0
B00010733,S001196,2026-05-06,6.99,paid,0
B00010734,S001196,2026-06-05,6.99,paid,0
B00010735,S001197,2025-07-05,6.99,paid,0
B00010736,S001197,2025-08-04,6.99,paid,0
B00010737,S001197,2025-09-04,6.99,paid,0
B00010738,S001197,2025-10-04,6.99,paid,0
B00010739,S001197,2025-11-04,6.99,paid,0
B00010740,S001197,2025-12-04,6.99,paid,0
B00010741,S001197,2026-01-04,6.99,paid,0
B00010742,S001197,2026-02-03,6.99,paid,0
B00010743,S001197,2026-03-06,6.99,paid,0
B00010744,S001197,2026-04-05,6.99,paid,0
